Case_ID,Activity,Timestamp,User,T_Code,Document_Number,Document_Type,Company_Code,Plant,Purchasing_Group,Material_Group,Vendor,Vendor_Name,Net_Value,Currency
PR-1000045671,Purchase Order Released,2025-02-04T15:46:41,USR_APPR03,ME28,4500012352,NB,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045648,Invoice Verified,2025-02-04T16:01:40,USR_AP03,MIR7,5100034533,RE,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045628,Goods Receipt Posted,2025-02-05T12:53:37,USR_WH03,MIGO,5000078919,WE,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045673,Payment Run Executed,2025-02-05T17:49:39,USR_AP03,F110,1500023451,ZP,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045673,Payment Completed,2025-02-05T18:44:39,USR_AP02,F110,1500023451,ZP,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045636,Invoice Blocked,2025-02-07T14:38:33,USR_AP02,MRBR,5100034526,RE,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045656,Invoice Receipt Posted,2025-02-07T16:06:20,USR_AP01,MIRO,5100034539,RE,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045656,Invoice Verified,2025-02-11T09:17:28,USR_AP01,MIR7,5100034539,RE,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045628,Invoice Receipt Posted,2025-02-11T10:28:34,USR_AP02,MIRO,5100034520,RE,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045639,Goods Receipt Posted,2025-02-11T13:49:36,USR_WH03,MIGO,5000078927,WE,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045639,Invoice Receipt Posted,2025-02-12T08:09:10,USR_AP03,MIRO,5100034528,RE,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045619,Payment Run Executed,2025-02-12T14:08:55,USR_AP02,F110,1500023411,ZP,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045619,Payment Completed,2025-02-12T14:36:55,USR_AP01,F110,1500023411,ZP,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045639,Invoice Verified,2025-02-13T09:17:28,USR_AP03,MIR7,5100034528,RE,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045656,Payment Run Executed,2025-02-14T09:03:18,USR_AP02,F110,1500023438,ZP,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045656,Payment Completed,2025-02-14T10:58:18,USR_AP03,F110,1500023438,ZP,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045636,Invoice Verified,2025-02-14T16:38:27,USR_AP01,MIR7,5100034526,RE,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045648,Payment Run Executed,2025-02-18T11:45:09,USR_AP02,F110,1500023432,ZP,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045605,Payment Run Executed,2025-02-18T11:45:19,USR_AP02,F110,1500023403,ZP,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045648,Payment Completed,2025-02-18T12:44:09,USR_AP01,F110,1500023432,ZP,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045605,Payment Completed,2025-02-18T13:15:19,USR_AP03,F110,1500023403,ZP,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045671,Goods Receipt Posted,2025-02-20T15:10:46,USR_WH02,MIGO,5000078951,WE,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045671,Invoice Receipt Posted,2025-02-24T10:46:34,USR_AP02,MIRO,5100034550,RE,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045639,Payment Run Executed,2025-02-24T15:38:28,USR_AP02,F110,1500023427,ZP,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045639,Payment Completed,2025-02-24T16:17:28,USR_AP01,F110,1500023427,ZP,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045628,Invoice Blocked,2025-02-25T13:35:48,USR_AP03,MRBR,5100034520,RE,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045671,Invoice Verified,2025-02-25T16:41:03,USR_AP03,MIR7,5100034550,RE,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045671,Payment Run Executed,2025-02-26T09:52:42,USR_AP01,F110,1500023449,ZP,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045671,Payment Completed,2025-02-26T11:34:42,USR_AP01,F110,1500023449,ZP,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045628,Invoice Verified,2025-03-04T15:59:20,USR_AP01,MIR7,5100034520,RE,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045636,Payment Run Executed,2025-03-05T09:54:41,USR_AP03,F110,1500023425,ZP,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045636,Payment Completed,2025-03-05T11:51:41,USR_AP03,F110,1500023425,ZP,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045628,Payment Run Executed,2025-03-20T11:36:24,USR_AP01,F110,1500023419,ZP,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045628,Payment Completed,2025-03-20T13:30:24,USR_AP02,F110,1500023419,ZP,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
